,title,price,link
72,"(Refurbished) Lenovo ThinkPad 14"" (35.6 cm) HD Business Laptop (Core i5-4th Gen/8 GB RAM/256 GB SSD/Windows 10 Pro/MS Office/Wifi/Webcam/Intel Graphics)  ","14,999",https://amazon.in//Renewed-Lenovo-ThinkPad-Business-Graphics/dp/B09TNQNKZF/ref=sr_1_129?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.y4UXbXXF6hr1W5DyBfe_FOcFUNkk4AYT6rndovReAdHoP0OGO-MLnczqTY_N3TeJUIJ9rAmiTQRbLuhrYFjUlEtGQgxYv41KYm_GxqodZ1rHhc0MwhhM6JfCTsum4_UE0Ulj8CLWrGtdsxqE9ntr13ygnTwWPK8Xw8wDKaXvISds4U_LQNGjHtAIXEtZ-NIbpR2MwGkZwXCoUs9nvYwtDwAd7DRlurPHsd_IlinZfPc.K1ZIcSnlbGJstNXiH5fVEnLDEgZlUdViXTz9n0kjg4I&dib_tag=se&keywords=laptop&qid=1724770595&sprefix=lap%2Caps%2C295&sr=8-129
73,"HP Victus Gaming Laptop, AMD Ryzen 5 5600H, AMD 4GB Radeon RX 6500M Graphics, 15.6-inch (39.6 cm), FHD, IPS, 8GB DDR4, 512GB SSD, Backlit KB, B&O (Win 11, Blue, 2.29 kg), fb0147AX  ","48,890",https://amazon.in//HP-Graphics-15-6-inch-Backlit-fb0147AX/dp/B0C946F286/ref=sr_1_130?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.y4UXbXXF6hr1W5DyBfe_FOcFUNkk4AYT6rndovReAdHoP0OGO-MLnczqTY_N3TeJUIJ9rAmiTQRbLuhrYFjUlEtGQgxYv41KYm_GxqodZ1rHhc0MwhhM6JfCTsum4_UE0Ulj8CLWrGtdsxqE9ntr13ygnTwWPK8Xw8wDKaXvISds4U_LQNGjHtAIXEtZ-NIbpR2MwGkZwXCoUs9nvYwtDwAd7DRlurPHsd_IlinZfPc.K1ZIcSnlbGJstNXiH5fVEnLDEgZlUdViXTz9n0kjg4I&dib_tag=se&keywords=laptop&qid=1724770595&sprefix=lap%2Caps%2C295&sr=8-130
74,"ASUS Zenbook Duo OLED (2024), 14"" (35.56cm) FHD OLED Touch Display, Intel Core Ultra 9 185H, Built-in AI, Dual Screen Laptop (32GB/1TB SSD/Intel Arc Graphics/Win11/Gray/1.65 Kg), UX8406MA-QL961WS  ","2,39,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MjE1MDM2OTg1MDE5MjI3OjE3MjQ3NzA2MDM6c3BfYXRmX25leHQ6MzAwMjAxNjQxOTAxNTMyOjowOjo&url=%2FASUS-Zenbook-35-56cm-Graphics-UX8406MA-QL961WS%2Fdp%2FB0CXPXLMBH%2Fref%3Dsr_1_129_sspa%3Fcrid%3DAF3XJAA5C7OS%26dib%3DeyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724770602%26sprefix%3Dlap%252Caps%252C295%26sr%3D8-129-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
75,"ASUS Vivobook S 16 OLED (2024), Intel Core Ultra 5 125H, Built-in AI, 16"" 3.2K (40.64cm), 3200 x 2000 120Hz, (16GB/1TB SSD/Win 11/Intel Arc Graphics/MS Office 2021/Black/1.50Kg), S5606MA-MX552WS  ","1,02,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MjE1MDM2OTg1MDE5MjI3OjE3MjQ3NzA2MDM6c3BfYXRmX25leHQ6MzAwMjgyNzc0NzIyOTMyOjowOjo&url=%2FASUS-Vivobook-40-64cm-Graphics-S5606MA-MX552WS%2Fdp%2FB0D3LVBF2F%2Fref%3Dsr_1_130_sspa%3Fcrid%3DAF3XJAA5C7OS%26dib%3DeyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724770602%26sprefix%3Dlap%252Caps%252C295%26sr%3D8-130-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
76,"HP Laptop 15s, AMD Ryzen 5 5500U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), eq2223AU  ","37,400",https://amazon.in//HP-15-6-inch-Graphics-Speakers-eq2223AU/dp/B0BZYTVPR2/ref=sr_1_131?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-131
77,"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7-13620H 15"" (38.1cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/MSO 21/1Yr ADP Free/Alexa Built-in/3 mon Game Pass/Grey/1.6Kg), 83EM008GIN  ","63,990",https://amazon.in//Lenovo-IdeaPad-i7-13620H-38-1cm-83EM008GIN/dp/B0D6NCVQZQ/ref=sr_1_19?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TBlkZXf4JpKArY0V4NO25nXjZq0m0pBV0VbT-8aiM5to6Zb9cOJn4FALYqhred9TbJywiLLeicS6xAuZFR11Fcttnuc2aHobiB_npPFpq-3gq5xNgYWFiWBa1iGAA_ZwDRGf7XRNvvKElyzqOlQ4ryp0zobSGK_T0TqDmL_aTLLYboIrB2tc3o36j8kDeQziEOVpQdV2VLukE26tN7Pmu3M.bLohFjOIvJDARsMofkzfTPtj4sM4AghlVCdILQUajJo&dib_tag=se&keywords=laptop&qid=1724770541&sprefix=lap%2Caps%2C295&sr=8-19
78,"HP Pavilion Aero, Lightest AI PC, AMD Ryzen 7 8840U, 13.3-inch, WUXGA, 400 nits, 16GB LPDDR5x, 512GB SSD, AMD Radeon Graphics, 5MP Camera, Poly Studio, MSO 2021 (Win 11, Silver, 1 kg), bg0017AU  ","84,990",https://amazon.in//HP-Pavilion-Lightest-13-3-inch-Graphics/dp/B0D2HNMB22/ref=sr_1_132?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-132
79,"(Refurbished) Lenovo ThinkPad L480 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics)  ","21,050",https://amazon.in//Refurbished-Lenovo-ThinkPad-Bluetooth-Graphics/dp/B0CM21TQ3W/ref=sr_1_133?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-133
80,"Lenovo V15 AMD Ryzen 7 7730U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (16GB/512GB SSD/Windows 11 Home/Iron Grey/1.65 Kg)  ","42,790",https://amazon.in//Lenovo-39-62cm-Antiglare-Laptop-Windows/dp/B0D39BVJ7Y/ref=sr_1_134?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-134
81,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,1 TB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5328TU  ","39,980",https://amazon.in//HP-i3-1215U-Anti-Glare-Speakers-15s-fq5328TU/dp/B0CYQ8DS2B/ref=sr_1_135?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-135
82,"ASUS Vivobook Go 14 (2023), 14"" (35.56 cm) FHD (1920 x 1080) 16:9, Intel Celeron N4500, Thin and Light Laptop (8GB RAM/256GB SSD/Integrated Graphics/Windows 11 Home/Black/1.3 Kg), E410KA-EK013W  ","22,745",https://amazon.in//ASUS-Vivobook-35-56-1920-1080/dp/B0CZXM6V2X/ref=sr_1_136?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-136
83,"ASUS Vivobook 15, 15.6"" (39.62cm) FHD, Intel Core i7-12700H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Intel Iris Xáµ‰ Graphics/Windows 11/Office 2021/Quiet Blue/1.7 Kg), X1502ZA-EJ744WS  ","64,938",https://amazon.in//ASUS-Vivobook-i7-12700H-Graphics-X1502ZA-EJ744WS/dp/B0D3LQRHWC/ref=sr_1_137?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-137
84,"ASUS Vivobook Go 15 (2023), AMD Ryzen 5 7520U, 15.6"" (39.62 cm) FHD, Thin & Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Mixed Black/1.63 kg), E1504FA-NJ542WS  ","43,990",https://amazon.in//ASUS-Vivobook-Laptop-Windows-E1504FA-NJ542WS/dp/B0BTWF2BQX/ref=sr_1_138?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-138
85,"ASUS Zenbook 14, Intel Core Ultra 5, 14"" 3K OLED 16:10 120 Hz, Thin & Light Laptop, Built-in AI (16GB RAM/1 TB//Win 11/Office 2021/Backlit/Touchscreen/75WHr /Ponder Blue/1.28 Kg), UX3405MA-PZ552WS  ","1,07,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MjE1MDM2OTg1MDE5MjI3OjE3MjQ3NzA2MDM6c3BfbXRmOjMwMDI1MDgyODY5ODIzMjo6MDo6&url=%2FASUS-Zenbook-Intel-Ultra-Built%2Fdp%2FB0D89NT6VZ%2Fref%3Dsr_1_139_sspa%3Fcrid%3DAF3XJAA5C7OS%26dib%3DeyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724770602%26sprefix%3Dlap%252Caps%252C295%26sr%3D8-139-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,"ASUS Vivobook 15 OLED (2023), Intel Core i5-1335U 13th Gen, Thin and Light Laptop, 15.6"" (39.62 cm) FHD OLED, (16GB/512GB/Win11/Office 2021/Fingerprint/Silver/1.7 kg), X1505VAU-LK544WS  ","99,990",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1MjE1MDM2OTg1MDE5MjI3OjE3MjQ3NzA2MDM6c3BfbXRmOjMwMDI1MDgyODY5ODMzMjo6MDo6&url=%2FASUS-Vivobook-i5-1335U-Fingerprint-X1505VAU-LK544WS%2Fdp%2FB0CV16BSCB%2Fref%3Dsr_1_140_sspa%3Fcrid%3DAF3XJAA5C7OS%26dib%3DeyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724770602%26sprefix%3Dlap%252Caps%252C295%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
87,"ASUS Vivobook S 15 OLED, Intel Core i5-13500H 13th Gen, 15.6-inch 2.8K OLED 120Hz, Thin & Light Laptop (16GB/1TB SSD//Win11/Office 2021//Backlit/FingerPrint/75WHr/Cool Silver/1.7 Kg), S5504VA-MA553WS  ","79,019",https://amazon.in//ASUS-i5-13500H-15-6-inch-FingerPrint-S5504VA-MA553WS/dp/B09T8M31ML/ref=sr_1_141?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-141
88,"Acer Aspire Lite 13th Gen Intel Core i3-1305U Thin and Light Premium Laptop (Windows 11 Home/8 GB RAM/512GB SSD/36 WHR) AL15-53 with 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  ","33,990",https://amazon.in//Acer-i3-1305U-Premium-Windows-AL15-53/dp/B0DB1SDB87/ref=sr_1_20?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.vEZLua-h53s4udXVaSr0TBlkZXf4JpKArY0V4NO25nXjZq0m0pBV0VbT-8aiM5to6Zb9cOJn4FALYqhred9TbJywiLLeicS6xAuZFR11Fcttnuc2aHobiB_npPFpq-3gq5xNgYWFiWBa1iGAA_ZwDRGf7XRNvvKElyzqOlQ4ryp0zobSGK_T0TqDmL_aTLLYboIrB2tc3o36j8kDeQziEOVpQdV2VLukE26tN7Pmu3M.bLohFjOIvJDARsMofkzfTPtj4sM4AghlVCdILQUajJo&dib_tag=se&keywords=laptop&qid=1724770541&sprefix=lap%2Caps%2C295&sr=8-20
89,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i5-1335U Processor/16GB/1TB SSD/14.0"" (35.56CM) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11+MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59KG  ","71,790",https://amazon.in//Dell-Inspiron-5430-i5-1335U-Processor/dp/B0CBC9HLLC/ref=sr_1_142?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-142
90,"HP Smartchoice Victus Gaming Laptop, 13th Gen Intel Core i5-13420H,6GB RTX 4050 GPU,15.6-inch(39.6 cm),FHD,IPS,144 Hz,16GB DDR4,1TB SSD,Backlit KB,B&O (Win 11,MSO,Blue,2.37 kg),fa1317TX  ","83,990",https://amazon.in//HP-Smartchoice-i5-13420H-15-6-inch-fa1317TX/dp/B0D1YHWVF9/ref=sr_1_143?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-143
91,"Acer Aspire Lite AMD Ryzen 5 5500U Premium Metal Laptop (8GB RAM/512GB SSD/Windows 11 Home) AL15-41, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg  ","33,990",https://amazon.in//Acer-Premium-Windows-AL15-41-39-62cm/dp/B0C9J152JF/ref=sr_1_144?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-144
92,"ASUS TUF F17 Gaming Laptop, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) 144Hz, (8GB RAM/512GB SSD/4GB NVIDIA GeForce RTX 2050/Windows 11/ RGB Backlit KB/Black/2.30 kg), â€ŽFX706HF-HX018W  ","48,990",https://amazon.in//ASUS-i5-11400H-17-3-inch-GeForce-FX706HF-HX018W/dp/B0C27VNNWH/ref=sr_1_145?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-145
93,"Lenovo V15 Portable Laptop, 15.6"" FHD Anti-Glare Display, Business and Everyday Use, Intel Dual Core Processor, 8GB RAM, 256GB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black  ","24,990",https://amazon.in//Lenovo-V15-Portable-Anti-Glare-Processor/dp/B0D79DNSLW/ref=sr_1_146?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-146
94,"Lenovo IdeaPad Slim 3 12th Gen Intel Core i5-12450H 14"" (35.5cm) FHD 250 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 21/1Yr ADP Free/Alexa built-in/3 mon. Game Pass/Grey/1.37Kg), 83EQ005VIN  ","52,028",https://amazon.in//Lenovo-IdeaPad-i5-12450H-35-5cm-83EQ005VIN/dp/B0D6MPVN7B/ref=sr_1_147?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-147
95,"Dell 15 Thin & Light Laptop, Intel Core i5-1334U Processor, 16GB DDR4 + 1TB SSD, 15.6"" (39.62cm) FHD 120Hz 250 nits Display, Backlit KB, Windows 11 + MSO'21, 15 Months McAfee, Platinum Silver, 1.65kg  ","59,899",https://amazon.in//Dell-i5-1334U-Processor-39-62cm-Platinum/dp/B0D83D2QSC/ref=sr_1_148?crid=AF3XJAA5C7OS&dib=eyJ2IjoiMSJ9.dZFt-g1yNRMtpGsM3wPROjxOq_u2RhcyCN8dw3TPFPrUbSUA1U8eSfCYXpYmI_Y_iEJfif0Lvs4ocC7GCPXy4bOKoWwliyxIOuGHD0weW2Js-Ymev_cHnEW6nUn_FrPJOinf610zxtceniXbvS5Tt1N8dei_HUx9Dd3sivzvHh9tISZbLErRaU5oPx2RDG68YBSAz70AdQpizsDXMCRyNn29ckccDBrKseW6dDRCkL4.AatKUywrwVSwmMLS74zEnkQ1PJJPJDu79ovlSTRV9uo&dib_tag=se&keywords=laptop&qid=1724770602&sprefix=lap%2Caps%2C295&sr=8-148
